регион,дата,девелопер,проект,м2,шт,локация SMLT,координаты,индекс,индекс_проект,АТД,кол-во месяцев для темпа
МО,01.08.2023,ФСК,Первый Лермонтовский,"6893,3",147,ЛЮБЕРЦЫ / НОВОГРАД ПАВЛИНО,"[55.680815, 37.913278]",4,4_Первый Лермонтовский,Люберцы городской округ,11
МО,01.08.2023,ФСК,Первый Шереметьевский,"3570,9",80,МОЛЖАНИНОВО / КВАРТАЛ ИВАКИНО,"[55.944357, 37.340730]",1,1_Первый Шереметьевский,Химки городской округ,7
МО,01.08.2023,ФСК,Первый Южный,8929,200,0,,,Первый Южный,0,7
Москва,01.08.2023,ФСК,Режиссер,"2045,8",30,0,,,Режиссер,0,11
МО,01.08.2023,ФСК,Римский,"4562,9",89,0,,,Римский,0,11
Москва,01.08.2023,ФСК,Роттердам,"1682,1",29,НОВОДАНИЛОВСКАЯ 8,"[55.686006, 37.625426]",2,2_Роттердам,ЮАО,11
Москва,01.08.2023,ФСК,Сидней Сити,"3973,3",64,0,,,Сидней Сити,0,11
Москва,01.08.2023,ФСК,Скай Гарден,"4259,7",82,0,,,Скай Гарден,0,11
МО,01.08.2023,ФСК,Скандинавский,"1142,9",29,0,,,Скандинавский,0,11
МО,01.08.2023,ФСК,Южная Битца,"9789,7",185,0,,,Южная Битца,0,11
НМ,01.08.2023,Центр Инвест,Городские истории,"2273,9",44,0,,,Городские истории,0,11
Москва,01.08.2023,Центр Инвест,Фестиваль Парк 2,"3486,5",57,0,,,Фестиваль Парк 2,0,11
НМ,01.08.2023,ЦентрСтрой,Эдельвейс (Рогозинино),"520,1",8,0,,,Эдельвейс (Рогозинино),0,11
Москва,01.08.2023,Энергостройинвест,Селф,"497,1",10,0,,,Селф,0,11
Москва,01.08.2023,Эталон,Воксхолл,"1041,7",16,СТРЕМЯННЫЙ 2,"[55.727558, 37.642897]",3,3_Воксхолл,ЦАО,11
МО,01.08.2023,Эталон,Изумрудные холмы,"62,6",1,0,,,Изумрудные холмы,0,11
Москва,01.08.2023,Эталон,Шагал,"9826,6",154,НОВОДАНИЛОВСКАЯ 8,"[55.686989, 37.640057]",6,6_Шагал,ЮАО,11
Москва,01.08.2023,Эталон (проекты Лидер Инвест),Нагатино Ай Лэнд,"617,4",12,0,,,Нагатино Ай Лэнд,0,11
МО,01.08.2023,ЭХО,Лесная (Большевик),456,8,0,,,Лесная (Большевик),0,0
МО,01.08.2023,ЮИТ,Десятка,"649,2",15,0,,,Десятка,0,11
МО,01.08.2023,ЮИТ,Финский,339,7,0,,,Финский,0,11
Москва,01.08.2023,AB Development,Вишневый сад,"211,7",1,0,,,Вишневый сад,0,11
Москва,01.08.2023,AB Development,Вудс,"546,6",3,0,,,Вудс,0,11
Москва,01.08.2023,AEON Corporation,Ривер Парк Тауэрс,"2465,6",36,0,,,Ривер Парк Тауэрс,0,11
Москва,01.08.2023,AFI Development,Афи Парк Воронцовский,"1767,8",25,0,,,Афи Парк Воронцовский,0,11
Москва,01.08.2023,AFI Development,Афи Тауэр,"1463,8",49,0,,,Афи Тауэр,0,11
МО,01.08.2023,AFI Development,Одинбург,"1394,9",33,РУБЛЁВСКИЙ КВАРТАЛ,"[55.681265, 37.245342]",3,3_Одинбург,Одинцово городской округ,11
Москва,01.08.2023,AFI Development,Сиреневый парк,"1960,4",49,0,,,Сиреневый парк,0,11
Москва,01.08.2023,Ant Development,Виктори Парк Резиденс,"151,5",1,0,,,Виктори Парк Резиденс,0,11
Москва,01.08.2023,Ant Development,Поклонная 9,"533,8",3,0,,,Поклонная 9,0,11
Москва,01.08.2023,Apsis Globe,Сити Микc,"1407,2",66,ТРОПАРЁВО ПАРК / КВАРТАЛ РУМЯНЦЕВО,"[55.661176, 37.453333]",1,1_Сити Микc,ЗАО,11
Москва,01.08.2023,Asterus Development,Алиа,"4724,9",79,0,,,Алиа,0,11
МО,01.08.2023,Author Development,Олимп-2 (Хотьково),"630,3",16,0,,,Олимп-2 (Хотьково),0,11
МО,01.08.2023,BTR Group,Кит,"2260,7",59,0,,,Кит,0,11
Москва,01.08.2023,Capital Group,Бадаевский,"523,6",5,0,,,Бадаевский,0,11
Москва,01.08.2023,Coldy,Найс Лофт,"890,2",40,0,,,Найс Лофт,0,11
Москва,01.08.2023,Coldy,Хамовники 12,"415,4",2,0,,,Хамовники 12,0,5
МО,01.08.2023,Dogma,Эво,1762,38,КВАРТАЛ АВИАТОРОВ,"[55.751761, 37.846131]",3,3_Эво,Реутов городской округ,5
Москва,01.08.2023,Glorax,Аура Белорусская,92,1,0,,,Аура Белорусская,0,11
МО,01.08.2023,Glorax,Олимп (Хотьково),"308,9",5,0,,,Олимп (Хотьково),0,11
Москва,01.08.2023,Hutton Development,Лунар,"325,2",6,0,,,Лунар,0,11
МО,01.08.2023,Ikon Development,Новый Зеленоград,"2012,1",52,0,,,Новый Зеленоград,0,11
Москва,01.08.2023,Ikon Development,Чкалов,"258,5",3,0,,,Чкалов,0,11
МО,01.08.2023,Ingrad,Миловидное,"3213,5",70,0,,,Миловидное,0,11
МО,01.08.2023,Ingrad,Новое Медведково,"4888,9",92,МЫТИЩИ ПАРК / ДОЛИНА ЯУЗЫ,"[55.925294, 37.726672]",7,7_Новое Медведково,Мытищи городской округ,11
МО,01.08.2023,Ingrad,Новое Пушкино,"7779,7",154,0,,,Новое Пушкино,0,11
МО,01.08.2023,Ingrad,Одинград Семейный квартал,"3041,4",59,РУБЛЁВСКИЙ КВАРТАЛ,"[55.678005, 37.236267]",4,4_Одинград Семейный квартал,Одинцово городской округ,11
Москва,01.08.2023,Ingrad,Форивер,"2509,5",28,0,,,Форивер,0,11
МО,01.08.2023,Kaskad Family,Парк Апрель,"875,6",21,0,,,Парк Апрель,0,11
Москва,01.08.2023,KR Properties,Роза Росса,"31,9",1,0,,,Роза Росса,0,11
Москва,01.08.2023,Level Group,Левел Академическая,796,18,0,,,Левел Академическая,0,10
Москва,01.08.2023,Level Group,Левел Бауманская,"1343,4",24,0,,,Левел Бауманская,0,8
Москва,01.08.2023,Level Group,Левел Мичуринский,"2896,7",47,ВЕРЕЙСКАЯ 41,"[55.687563, 37.469647]",5,5_Левел Мичуринский,ЗАО,11
Москва,01.08.2023,Level Group,Левел Нагатинская,1564,42,НОВОДАНИЛОВСКАЯ 8,"[55.682613, 37.637947]",4,4_Левел Нагатинская,ЮАО,11
Москва,01.08.2023,Level Group,Левел Причальный,"3049,9",53,0,,,Левел Причальный,0,11
Москва,01.08.2023,Level Group,Левел Селигерская,"2344,5",62,0,,,Левел Селигерская,0,11
Москва,01.08.2023,Level Group,Левел Стрешнево,"762,4",15,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.825512, 37.412730]",1,1_Левел Стрешнево,СЗАО,11
Москва,01.08.2023,Level Group,Левел Южнопортовая,"6065,8",124,0,,,Левел Южнопортовая,0,11
Москва,01.08.2023,Level Group,Саввинская 27,"873,3",4,0,,,Саввинская 27,0,11
МО,01.08.2023,Magnum Development,Либерти,"1301,3",30,ЛЮБЕРЦЫ / НОВОГРАД ПАВЛИНО,"[55.674486, 37.868286]",1,1_Либерти,Люберцы городской округ,11
Москва,01.08.2023,MR Group,Луче,"78,5",1,0,,,Луче,0,0
Москва,01.08.2023,MR Group,Метрополия,"7103,1",151,0,,,Метрополия,0,11
Москва,01.08.2023,MR Group,Мод,"5162,3",85,ОКТЯБРЬСКАЯ 98,"[55.798185, 37.624556]",5,5_Мод,СВАО,11
Москва,01.08.2023,MR Group,Павелецкая Сити,"1139,9",16,СТРЕМЯННЫЙ 2,"[55.719134, 37.636125]",5,5_Павелецкая Сити,ЮАО,11
Москва,01.08.2023,MR Group,Селигер Сити,"1389,9",36,0,,,Селигер Сити,0,11
Москва,01.08.2023,MR Group,Симфони 34,"3459,2",60,0,,,Симфони 34,0,11
Москва,01.08.2023,MR Group,Сити Бэй,"1641,8",33,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.829709, 37.402839]",5,5_Сити Бэй,СЗАО,11
Москва,01.08.2023,MR Group,Фили Сити,732,10,0,,,Фили Сити,0,11
Москва,01.08.2023,MR Group,Хайд,"913,6",12,0,,,Хайд,0,11
МО,01.08.2023,MR Group,Эко Видное 2.0,"3329,2",71,ПРИБРЕЖНЫЙ ПАРК / НОВОЕ ВИДНОЕ,"[55.530623, 37.724499]",3,3_Эко Видное 2.0,Ленинский городской округ,11
Москва,01.08.2023,October Group,Сторис,"1018,8",21,ВЕРЕЙСКАЯ 41,"[55.697789, 37.471123]",2,2_Сторис,ЗАО,10
Москва,01.08.2023,Optima Development,Прайм Парк,"2808,5",38,0,,,Прайм Парк,0,11
Москва,01.08.2023,Patek,Академика Королева 13,"585,4",8,0,,,Академика Королева 13,0,10
Москва,01.08.2023,Patek,Оро,"33,9",1,0,,,Оро,0,10
НМ,01.08.2023,Primacom,Внуково Резиденс,"135,9",1,0,,,Внуково Резиденс,0,5
Москва,01.08.2023,Prime Life Development,Первый Нагатинский,"558,6",13,НОВОДАНИЛОВСКАЯ 8,"[55.682238, 37.626213]",1,1_Первый Нагатинский,ЮАО,11
МО,01.08.2023,RDI,Ново-Молоково,"952,8",21,0,,,Ново-Молоково,0,11
МО,01.08.2023,Rose Group/ПроГород ВЭБ,Микрогород в лесу,"2912,7",53,БОЛЬШОЕ ПУТИЛКОВО / ПЯТНИЦКОЕ 58,"[55.870159, 37.327588]",2,2_Микрогород в лесу,Красногорск городской округ,11
МО,01.08.2023,Sawatsky,Малые Вешки,499,15,0,,,Малые Вешки,0,4
МО,01.08.2023,SDI Group,Пироговская Ривьера,"742,5",17,0,,,Пироговская Ривьера,0,11
Москва,01.08.2023,Sense,Логос,"319,1",8,0,,,Логос,0,11
МО,01.08.2023,Seven Suns Development,Светлый мир БиоПолиc,"205,9",4,0,,,Светлый мир БиоПолиc,0,11
Москва,01.08.2023,Seven Suns Development,Сказочный лес,"27,7",1,0,,,Сказочный лес,0,11
Москва,01.08.2023,Seven Suns Development,Станция Л,"2506,7",56,КВАРТАЛ ДОМАШНИЙ / КВАРТАЛ НА ВОДЕ,"[55.663448, 37.735731]",2,2_Станция Л,ЮВАО,11
НМ,01.08.2023,Sezar Group,Рассказово,"3739,8",73,0,,,Рассказово,0,11
Москва,01.08.2023,Sezar Group,Фулл Хаус,430,6,0,,,Фулл Хаус,0,11
Москва,01.08.2023,Sminex,Достижение,"2327,1",40,0,,,Достижение,0,11
Москва,01.08.2023,Sminex,Обыденский 1,"447,1",2,0,,,Обыденский 1,0,7
Москва,01.08.2023,Sminex (достройка проектов Интеко),Вест Гарден,92,1,0,,,Вест Гарден,0,11
Москва,01.08.2023,Sminex (достройка проектов Интеко),Лайф Тайм,"1502,8",15,0,,,Лайф Тайм,0,11
Москва,01.08.2023,StMichael,Зорге 9,633,18,ВЕРЕСК / МЯТА,"[55.783078, 37.508733]",6,6_Зорге 9,САО,11
Москва,01.08.2023,Strana RU,Вау,"2337,9",46,0,,,Вау,0,11
Москва,01.08.2023,Strana RU,Страна Озерная,2093,41,ЗАРЕЧЬЕ ПАРК,"[55.671221, 37.445634]",2,2_Страна Озерная,ЗАО,6
Москва,01.08.2023,Sun Development,Монодом Лейк,"292,8",6,0,,,Монодом Лейк,0,11
Москва,01.08.2023,Tekta,Твелв 12,"85,8",2,0,,,Твелв 12,0,3
Москва,01.08.2023,Tekta,Эвер,4255,67,0,,,Эвер,0,11
Москва,01.08.2023,Tekta,Энитео,"673,1",10,0,,,Энитео,0,11
Москва,01.08.2023,Tekta,Эра,"1562,3",24,СТРЕМЯННЫЙ 2,"[55.720149, 37.645779]",2,2_Эра,ЮАО,6
Москва,01.08.2023,UDevelopment,Шампайн,"512,4",8,0,,,Шампайн,0,11
Москва,01.08.2023,Upside Development (СМУ-6),Апсайд Тауэрс,"2275,1",60,ОКТЯБРЬСКАЯ 98,"[55.811817, 37.606802]",2,2_Апсайд Тауэрс,СВАО,9
Москва,01.08.2023,Upside Development (СМУ-6),Клементин,"1021,5",32,0,,,Клементин,0,11
Москва,01.08.2023,Vesper,Лаки 1905,"1603,5",9,0,,,Лаки 1905,0,11
Москва,01.08.2023,VosHod,Армани Каза,"178,1",1,0,,,Армани Каза,0,0
Москва,01.08.2023,Wainbridge,Акватория,"397,5",4,0,,,Акватория,0,11
Москва,01.08.2023,Ziggurat Development,Вернисаж,"44,5",1,0,,,Вернисаж,0,11
Москва,01.09.2023,3S Development,Талисман на Рокоссовского,"328,7",8,0,,,Талисман на Рокоссовского,0,11
НМ,01.09.2023,А101,Бунинские кварталы,"7163,4",167,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.541047, 37.475591]",4,4_Бунинские кварталы,НАО,11
НМ,01.09.2023,А101,Деснаречье,"3093,2",80,НОВОЕ ВНУКОВО / ЗАПАДНЫЙ КВАРТАЛ / КВАРТАЛ МАРЬИНО / ЦВЕТОЧНЫЕ ПОЛЯНЫ,"[55.531687, 37.375000]",1,1_Деснаречье,НАО,3
НМ,01.09.2023,А101,Дзен-Кварталы,"12706,2",258,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.551298, 37.476618]",5,5_Дзен-Кварталы,НАО,11
Москва,01.09.2023,А101,Дом на Зорге,"436,7",8,ВЕРЕСК / МЯТА,"[55.795034, 37.503756]",2,2_Дом на Зорге,САО,5
НМ,01.09.2023,А101,Испанские кварталы-2,"1118,5",27,0,,,Испанские кварталы-2,0,11
НМ,01.09.2023,А101,Прокшино,"34319,9",747,0,,,Прокшино,0,11
НМ,01.09.2023,А101,Скандинавия Центр,"16713,4",339,0,,,Скандинавия Центр,0,11
НМ,01.09.2023,А101,Скандинавия Юг,"2939,4",71,0,,,Скандинавия Юг,0,11
Москва,01.09.2023,А101,Южные сады,"4408,5",87,АЛХИМОВО / ОСТАФЬЕВО / ПОДОЛЬСКИЕ КВАРТАЛЫ / ЭКО БУНИНО,"[55.548671, 37.517377]",2,2_Южные сады,ЮЗАО,11
Москва,01.09.2023,Абсолют,Коллекция Лужники,"2818,8",28,0,,,Коллекция Лужники,0,11
НМ,01.09.2023,Абсолют,Первый Московский,"7165,9",126,0,,,Первый Московский,0,11
НМ,01.09.2023,Абсолют,Переделкино Ближнее,"7541,1",116,0,,,Переделкино Ближнее,0,11
МО,01.09.2023,Абсолют,Резиденции Сколково,"1978,9",26,ЗАРЕЧЬЕ ПАРК,"[55.683224, 37.394101]",3,3_Резиденции Сколково,Одинцово городской округ,11
МО,01.09.2023,Аверус,Новоград Монино,"3537,6",74,0,,,Новоград Монино,0,11
МО,01.09.2023,Агрострой,Молодежный (Солнечногорск),"204,1",3,0,,,Молодежный (Солнечногорск),0,0
Москва,01.09.2023,Аквилон,Аквилон Бисайд,"1047,6",38,0,,,Аквилон Бисайд,0,11
Москва,01.09.2023,Аквилон,Аквилон Митино,"1076,5",33,0,,,Аквилон Митино,0,11
Москва,01.09.2023,Аквилон,Инди Тауэрс,"1981,8",49,ВЕРЕСК / МЯТА,"[55.790648, 37.507947]",4,4_Инди Тауэрс,САО,4
МО,01.09.2023,Альфа Проджект,Идеал,"194,7",6,0,,,Идеал,0,4
МО,01.09.2023,АМ Девелопмент,Две Столицы,"767,3",22,0,,,Две Столицы,0,11
МО,01.09.2023,Ареал,Карамельный,"703,4",10,0,,,Карамельный,0,11
МО,01.09.2023,Арс,Резиденция 15,"136,8",3,0,,,Резиденция 15,0,11
МО,01.09.2023,Асдор,Усово Парк,"126,4",2,0,,,Усово Парк,0,11
МО,01.09.2023,Атлант,Лидер Парк,"92,9",2,0,,,Лидер Парк,0,11
МО,01.09.2023,Атлант,Новое Вашутино,"109,4",3,0,,,Новое Вашутино,0,7
Москва,01.09.2023,Белстрой,Большая Семерка,"474,2",7,0,,,Большая Семерка,0,11
МО,01.09.2023,Березовец,Атлантис,"1745,4",27,0,,,Атлантис,0,11
МО,01.09.2023,Березовец,Лесной квартал,82,2,0,,,Лесной квартал,0,11
МО,01.09.2023,Брусника,Первый квартал,"1385,8",21,0,,,Первый квартал,0,11
Москва,01.09.2023,Бэсткон,Время,346,5,0,,,Время,0,11
МО,01.09.2023,Веста Групп,Южная 7 (Павловский Посад),"779,6",18,0,,,Южная 7 (Павловский Посад),0,11
МО,01.09.2023,Волжский ДСК,Квартал С-3 (Дубна),"842,9",11,0,,,Квартал С-3 (Дубна),0,11
МО,01.09.2023,Восточный ЛУЧ,Победа,660,21,0,,,Победа,0,11
Москва,01.09.2023,ВСК Инвест,Эхэд,"69,5",1,0,,,Эхэд,0,11
МО,01.09.2023,Гефест,Новый Катуар,"227,1",5,0,,,Новый Катуар,0,11
МО,01.09.2023,ГК Монолит,Эльйон,"261,9",3,0,,,Эльйон,0,11
МО,01.09.2023,ГК ПЖИ,Бородино,738,17,0,,,Бородино,0,11
Москва,01.09.2023,ГК Регионы,Дрим Тауэрс,"1032,3",15,0,,,Дрим Тауэрс,0,11
Москва,01.09.2023,ГК Регионы,Преображенская площадь,"1273,9",21,0,,,Преображенская площадь,0,11
МО,01.09.2023,Главмособлстрой,Радужный (Кашира),"182,2",4,0,,,Радужный (Кашира),0,0
Москва,01.09.2023,Главстрой,Береговой,"1040,4",15,0,,,Береговой,0,11
МО,01.09.2023,Главстрой,Квартал героев,"5318,9",135,КВАРТАЛ АВИАТОРОВ,"[55.737390, 38.001656]",5,5_Квартал героев,Балашиха городской округ,11
МО,01.09.2023,Главстрой,Столичный,"4187,5",98,КВАРТАЛ АВИАТОРОВ,"[55.740059, 38.030002]",4,4_Столичный,Балашиха городской округ,11
Москва,01.09.2023,Град,Город Дэйли,320,11,0,,,Город Дэйли,0,11
МО,01.09.2023,Гранд МО,Соболевка Парк,87,3,0,,,Соболевка Парк,0,11
МО,01.09.2023,Гранель,Аникеевский,"2742,8",75,ПЯТНИЦКИЕ ЛУГА / КВАРТАЛ САБУРОВО,"[55.818152, 37.200354]",3,3_Аникеевский,Красногорск городской округ,11
МО,01.09.2023,Гранель,Бригантина,"5161,7",107,МОЛЖАНИНОВО / КВАРТАЛ ИВАКИНО,"[55.948073, 37.483349]",2,2_Бригантина,Долгопрудный городской округ,11
МО,01.09.2023,Гранель,Живописный,927,14,0,,,Живописный,0,11
МО,01.09.2023,Гранель,Ильинойс,"3533,5",92,СПУТНИК / КВАРТАЛ СТРОГИНО,"[55.808933, 37.318918]",4,4_Ильинойс,Красногорск городской округ,11
МО,01.09.2023,Гранель,Императорские Мытищи,"211,2",6,0,,,Императорские Мытищи,0,11
МО,01.09.2023,Гранель,Инновация,"1202,1",32,0,,,Инновация,0,11
Москва,01.09.2023,Гранель,Май Приорити Басманный,2004,35,0,,,Май Приорити Басманный,0,11
Москва,01.09.2023,Гранель,Май Приорити Дубровка,2240,47,0,,,Май Приорити Дубровка,0,11
МО,01.09.2023,Гранель,Новая Рига,"1966,1",55,0,,,Новая Рига,0,11
МО,01.09.2023,Гранель,Пехра,"3663,3",101,КВАРТАЛ АВИАТОРОВ,"[55.834675, 37.955698]",6,6_Пехра,Балашиха городской округ,11
Москва,01.09.2023,Гранель,Профит,"87,8",1,0,,,Профит,0,11
МО,01.09.2023,Гранель,Театральный парк,"153,4",4,0,,,Театральный парк,0,11
Москва,01.09.2023,Гранель,Тринити,"355,3",6,0,,,Тринити,0,11
Москва,01.09.2023,Гранель,Тринити-2,628,14,0,,,Тринити-2,0,11
Москва,01.09.2023,Гранель,Хайвэй,"2729,5",82,0,,,Хайвэй,0,11
МО,01.09.2023,Группа МГ,Диалект,"1072,4",22,0,,,Диалект,0,11
Москва,01.09.2023,Гута,Первый на Красном,"188,6",1,0,,,Первый на Красном,0,0
МО,01.09.2023,Диострой Инвест,Лесная сказка (Ногинск),"1299,9",33,0,,,Лесная сказка (Ногинск),0,11
Москва,01.09.2023,Донстрой,Дом 22,"3758,1",25,0,,,Дом 22,0,1
Москва,01.09.2023,Донстрой,Огни,"97,7",3,0,,,Огни,0,11
Москва,01.09.2023,Донстрой,Остров,"11466,2",137,0,,,Остров,0,11
Москва,01.09.2023,Донстрой,Река,"562,6",4,0,,,Река,0,11
Москва,01.09.2023,Донстрой,Сердце Столицы,"637,5",12,0,,,Сердце Столицы,0,11
Москва,01.09.2023,Донстрой,Символ,"11006,4",211,0,,,Символ,0,11
Москва,01.09.2023,Донстрой,Событие,4774,74,0,,,Событие,0,11
МО,01.09.2023,Е-Инвест,Федоскинская слобода,"148,6",4,0,,,Федоскинская слобода,0,0
НМ,01.09.2023,Евро-Старт,Воскресенское,"204,9",3,0,,,Воскресенское,0,0
МО,01.09.2023,Жилстрой,Планерный квартал,"1971,4",53,БОЛЬШОЕ ПУТИЛКОВО / ПЯТНИЦКОЕ 58,"[55.880685, 37.416435]",1,1_Планерный квартал,Химки городской округ,10
МО,01.09.2023,Замитино,Замитино,"134,6",4,ПЯТНИЦКИЕ ЛУГА / КВАРТАЛ САБУРОВО,"[55.885307, 37.258228]",1,1_Замитино,Красногорск городской округ,11
МО,01.09.2023,Зеленый сад,Грин Гарден,"1813,2",32,0,,,Грин Гарден,0,3
МО,01.09.2023,Земли Московии,Березовая роща (Раменское),"396,2",15,0,,,Березовая роща (Раменское),0,11
МО,01.09.2023,Ин-Групп,Феникс,"1249,7",21,0,,,Феникс,0,8
МО,01.09.2023,Инвестиционный департамент,Квартал 24 (Дубна),"376,4",7,0,,,Квартал 24 (Дубна),0,0
МО,01.09.2023,Инвестстрой,Отрадный,"1514,7",32,0,,,Отрадный,0,11
МО,01.09.2023,Инвестстройрегион,Центральный (Одинцово),"122,7",3,0,,,Центральный (Одинцово),0,11
НМ,01.09.2023,Инвесттраст (Рост),Новое Летово,1179,20,0,,,Новое Летово,0,7
НМ,01.09.2023,Инвесттраст (Рост),Новые Ватутинки,"4508,2",93,НОВОЕ ВНУКОВО / ЗАПАДНЫЙ КВАРТАЛ / КВАРТАЛ МАРЬИНО / ЦВЕТОЧНЫЕ ПОЛЯНЫ,"[55.518669, 37.348826]",3,3_Новые Ватутинки,НАО,11
НМ,01.09.2023,Инвесттраст (Рост),Новые Ватутинки Десна,"216,7",6,0,,,Новые Ватутинки Десна,0,11
НМ,01.09.2023,Инвесттраст (Рост),Новые Ватутинки Заречный,"4499,4",106,НОВОЕ ВНУКОВО / ЗАПАДНЫЙ КВАРТАЛ / КВАРТАЛ МАРЬИНО / ЦВЕТОЧНЫЕ ПОЛЯНЫ,"[55.520918, 37.387180]",2,2_Новые Ватутинки Заречный,НАО,11
Москва,01.09.2023,Ингеоком,Дмитровка 9,"164,4",1,0,,,Дмитровка 9,0,11
МО,01.09.2023,Ингеоком,Мишино,"709,1",16,0,,,Мишино,0,11
Москва,01.09.2023,ИФД Капитал,Примавера,"3280,4",45,0,,,Примавера,0,11
МО,01.09.2023,Казачий торговый дом,Ивантеевка 2020,"109,2",3,0,,,Ивантеевка 2020,0,11
МО,01.09.2023,Каскад,Каскад Парк,"418,8",3,0,,,Каскад Парк,0,11
МО,01.09.2023,Квартал Инвестстрой,Новая Щербинка,406,10,0,,,Новая Щербинка,0,11
Москва,01.09.2023,Киноцентр,Скай Вью,"949,1",7,0,,,Скай Вью,0,11
МО,01.09.2023,Конструктор,Домодедово Парк,1267,26,ПРИБРЕЖНЫЙ ПАРК / НОВОЕ ВИДНОЕ,"[55.473699, 37.705580]",1,1_Домодедово Парк,Домодедово городской округ,11
МО,01.09.2023,Корпорация КОШЕЛЕВ,Белый город,"127,2",3,0,,,Белый город,0,10
Москва,01.09.2023,КОРТРОС,Ай Лав,"1993,9",37,ОКТЯБРЬСКАЯ 98,"[55.810057, 37.625859]",3,3_Ай Лав,СВАО,11
МО,01.09.2023,КОРТРОС,Равновесие,"2007,8",41,РУБЛЁВСКИЙ КВАРТАЛ,"[55.652623, 37.121020]",1,1_Равновесие,Одинцово городской округ,11
Москва,01.09.2023,КОРТРОС,Хэдлайнер,"755,3",11,0,,,Хэдлайнер,0,11
Москва,01.09.2023,Крост,Кристалл Трилогия,"204,5",3,ВЕРЕСК / МЯТА,"[55.782449, 37.463650]",3,3_Кристалл Трилогия,СЗАО,11
Москва,01.09.2023,Крост,Малевич,"861,6",21,0,,,Малевич,0,11
НМ,01.09.2023,Крост,Новая Звезда,"232,4",6,0,,,Новая Звезда,0,11
Москва,01.09.2023,Крост,Театральный квартал,"320,9",6,ВЕРЕСК / МЯТА,"[55.791486, 37.477368]",5,5_Театральный квартал,СЗАО,11
Москва,01.09.2023,Левенсон,Трехпрудный 9,"649,2",2,0,,,Трехпрудный 9,0,0
НМ,01.09.2023,Лидер Групп,Внуково Парк,"304,8",12,0,,,Внуково Парк,0,11
МО,01.09.2023,Ломоносов Девелопмент,Мытищи Сити,"1083,6",21,0,,,Мытищи Сити,0,10
Москва,01.09.2023,ЛСР,Вейв,"3221,3",74,КВАРТАЛ ДОМАШНИЙ / КВАРТАЛ НА ВОДЕ,"[55.636903, 37.706174]",1,1_Вейв,ЮАО,11
Москва,01.09.2023,ЛСР,Дмитровское небо,"5925,1",142,0,,,Дмитровское небо,0,11
Москва,01.09.2023,ЛСР,Зиларт,"5121,9",79,НОВОДАНИЛОВСКАЯ 8,"[55.698017, 37.635941]",5,5_Зиларт,ЮАО,11
Москва,01.09.2023,ЛСР,Лучи-2,"9912,7",331,0,,,Лучи-2,0,11
Москва,01.09.2023,ЛСР,Обручева 30,"3421,6",107,0,,,Обручева 30,0,6
Москва,01.09.2023,ЛСР,Парк Сайд,"3266,6",95,0,,,Парк Сайд,0,11
МО,01.09.2023,М.О.Д.,Радость,"788,8",19,0,,,Радость,0,11
Москва,01.09.2023,Мангазея Девелопмент,Интонация,"548,4",9,0,,,Интонация,0,11
МО,01.09.2023,Мегалит,Дом-Мегалит в Королеве,"1140,6",17,0,,,Дом-Мегалит в Королеве,0,11
МО,01.09.2023,Межрегионстрой,Старт,"377,9",10,0,,,Старт,0,2
Москва,01.09.2023,Метрополис,Лес,"193,2",4,0,,,Лес,0,11
МО,01.09.2023,МИЦ,Каштановая роща,"616,8",15,0,,,Каштановая роща,0,11
Москва,01.09.2023,МИЦ,Квартал на воде,"959,2",22,КВАРТАЛ ДОМАШНИЙ / КВАРТАЛ НА ВОДЕ,"[55.665614, 37.713481]",4,4_Квартал на воде,ЮВАО,7
НМ,01.09.2023,МИЦ,Квартал Румянцево,"3152,4",71,ТРОПАРЁВО ПАРК / КВАРТАЛ РУМЯНЦЕВО,"[55.624266, 37.442338]",4,4_Квартал Румянцево,НАО,11
МО,01.09.2023,Мортон (ПИК),Бутово Парк 2Б,"3593,9",78,ПРИГОРОД ЛЕСНОЕ / ГОРКИ ПАРК / БОГДАНОВСКИЙ ЛЕС,"[55.548462, 37.587407]",1,1_Бутово Парк 2Б,Ленинский городской округ,11
МО,01.09.2023,Мортон (ПИК),Восточное Бутово,"3095,7",72,ПРИГОРОД ЛЕСНОЕ / ГОРКИ ПАРК / БОГДАНОВСКИЙ ЛЕС,"[55.532377, 37.617693]",2,2_Восточное Бутово,Ленинский городской округ,11
МО,01.09.2023,Мортон (ПИК),Ильинские луга,"32,1",1,0,,,Ильинские луга,0,11
Москва,01.09.2023,Московский фонд реновации,Амурский парк (реновация),"293,4",6,0,,,Амурский парк (реновация),0,5
Москва,01.09.2023,Московский фонд реновации,Дежнева 30-32 (реновация),"1201,8",22,0,,,Дежнева 30-32 (реновация),0,8
Москва,01.09.2023,Московский фонд реновации,Полярная 3 (реновация),"53,9",1,0,,,Полярная 3 (реновация),0,0
МО,01.09.2023,Недвижимость и Право,Малая Истра,"277,1",6,0,,,Малая Истра,0,11
МО,01.09.2023,Недвижимость и Право,Опалиха Парк,"1199,6",24,0,,,Опалиха Парк,0,11
